SYMBOL	chromosome	AF_nfe_orig	AN_nfe_orig	NFE_k_orig	Feature	mu_lof	AN_nfe	AF_nfe	AF_nfe_downsampled	controls_AF_nfe	duplicates_issue	flag1
AC026310.1	12	0.0	109575	0	ENST00000599478	NA	109575.813333333	0	0	0	NA	
AC026369.1	12	NA	NA	NA	ENST00000594563	2.3432e-09	NA	0	0	0	NA	AN_too_low
AC026407.1	5	4.39878e-05	110651	4	ENST00000599823	8.7534e-08	110651.744292237	4.39878e-05	7.01491839311603e-05	4.67661e-05	NA	
AC026703.1	5	0.0	107348	0	ENST00000326958	NA	107348.909952607	0	0	0	NA	
AC027763.2	17	0.0	109450	0	ENST00000575889	1.0375e-07	109450.519246519	0	0	0	NA	
AC037199.1	19	0.0	108733	0	ENST00000594218	NA	108733.771428571	0	0	0	NA	
AC037459.4	8	4.764323e-05	104367	4	ENST00000450780	6.5150e-07	104367.933729822	4.764323e-05	0	6.65662e-05	NA	
AC040160.1	16	0.0	108759	0	ENST00000454102	3.7581e-07	108759.573637103	0	0	0	NA	
AC040977.1	17	0.000397935	107561	42	ENST00000593646	1.3176e-07	107561.813110181	0.000397935	0.000307834385100816	0.000436099	NA	
AC061992.1	17	0.0	105155	0	ENST00000600087	NA	105155.969821674	0	0	0	NA	
AC062017.1	2	NA	NA	NA	ENST00000413029	8.1949e-08	NA	0	0	0	NA	AN_too_low
AC064874.1	2	NA	NA	NA	ENST00000440101	1.1056e-07	NA	0	0	0	NA	AN_too_low
AC068533.7	7	0.00012558937	110187	13	ENST00000450043	8.1587e-07	110187.586729858	0.00012558937	0.000165973268826537	0.0001899199	NA	
AC068987.1	12	0.0	109169	0	ENST00000599343	6.7457e-08	109169.580246914	0	0	0	NA	
AC069368.3	15	7.933679e-05	110014	8	ENST00000437723	1.0612e-06	110014.635826772	7.933679e-05	9.35300582735981e-05	0.0001402973	NA	
AC073063.1	7	0.0	109128	0	ENST00000398089	2.7845e-08	109128.367346939	0	0	0	NA	
AC073342.1	7	0.0	111562	0	ENST00000595842	NA	111562.068441065	0	0	0	NA	
AC073343.1	7	0.00033193160000000003	61015	20	ENST00000544825	5.4091e-07	61015.3846153846	0.0003319316	4.37330534417913e-05	0.000271435	NA	
AC073569.1	12	0.0	104995	0	ENST00000598624	1.0647e-08	104995.512	0	0	0	NA	
AC073610.5	12	0.0	109439	0	ENST00000537495	1.6822e-07	109439.083516484	0	0	0	NA	
AC074091.13	2	NA	NA	NA	ENST00000379677	2.0871e-07	NA	0	0	0	NA	AN_too_low
AC074212.3	19	0.0	100584	0	ENST00000457052	9.4802e-07	100584.767946578	0	0	0	NA	
AC074389.6	7	NA	NA	NA	ENST00000382528	NA	NA	0	0	0	NA	AN_too_low
AC079210.1	17	0.0	108045	0	ENST00000600820	NA	108045.049868766	0	0	0	NA	
AC079341.1	4	0.0	108644	0	ENST00000424958	NA	108644.441176471	0	0	0	NA	
AC079354.1	2	NA	NA	NA	ENST00000541917	1.6316e-06	NA	0	0	0	NA	AN_too_low
AC079354.2	2	0.0	87962	0	ENST00000594829	NA	87962.7384615385	0	0	0	NA	
AC079612.1	2	0.0	59640	0	ENST00000358775	4.7494e-07	59640	0	0	0	NA	
AC083862.1	7	NA	NA	NA	ENST00000452718	NA	NA	0	0	0	NA	AN_too_low
AC087645.1	17	9.10797e-06	97265	0	ENST00000600484	2.9311e-07	97265.2	9.10797e-06	2.39211558702516e-05	2.39212e-05	NA	
AC090186.1	8	0.0	107203	0	ENST00000415643	NA	107203.081967213	0	0	0	NA	
AC090427.1	19	0.0	110693	0	ENST00000596056	6.4255e-09	110693.133333333	0	0	0	NA	
AC090616.2	17	NA	NA	NA	ENST00000398832	1.4174e-08	NA	0	0	0	NA	AN_too_low
AC091801.1	7	NA	NA	NA	ENST00000402115	1.0060e-07	NA	0	0	0	NA	AN_too_low
AC092675.3	2	NA	NA	NA	ENST00000409490	1.6581e-07	NA	0	0	0	NA	AN_too_low
AC092687.4	2	NA	NA	NA	ENST00000418835	2.6265e-07	NA	0	0	0	NA	AN_too_low
AC092811.1	1	0.0	110571	0	ENST00000366845	NA	110571.362416107	0	0	0	NA	
AC092964.1	3	NA	NA	NA	ENST00000366261	4.0440e-08	NA	0	0	0	NA	AN_too_low
AC093157.1	1	0.0	110501	0	ENST00000593496	4.7402e-08	110501.834319527	0	0	0	NA	
AC093677.1	4	NA	NA	NA	ENST00000600169	NA	NA	0	0	0	NA	AN_too_low
AC093802.1	2	NA	NA	NA	ENST00000407524	1.2497e-07	NA	0	0	0	NA	AN_too_low
AC096582.1	7	NA	NA	NA	ENST00000596600	5.2678e-08	NA	0	0	0	NA	AN_too_low
AC096644.1	1	NA	NA	NA	ENST00000416839	6.0518e-08	NA	0	0	0	NA	AN_too_low
AC097381.1	4	NA	NA	NA	ENST00000429019	NA	NA	0	0	0	NA	AN_too_low
AC099552.4	7	NA	NA	NA	ENST00000404289	1.2970e-07	NA	0	0	0	NA	AN_too_low
AC103801.2	11	0.0	112845	0	ENST00000428556	NA	112845.100671141	0	0	0	NA	
AC103809.2	17	0.0	99724	0	ENST00000599136	1.1862e-07	99724.6647509579	0	0	0	NA	
AC104057.1	7	NA	NA	NA	ENST00000593865	1.0481e-08	NA	0	0	0	NA	AN_too_low
AC104472.1	3	NA	NA	NA	ENST00000399242	NA	NA	0	0	0	NA	AN_too_low
AC104534.3	19	0.0	108338	0	ENST00000594769	7.1488e-07	108338.166134185	0	0	0	NA	
AC104667.3	2	0.0	93050	0	ENST00000452801	1.3004e-07	93050.3333333333	0	0	0	NA	
AC104794.4	2	NA	NA	NA	ENST00000425235	4.0839e-07	NA	0	0	0	NA	AN_too_low
AC104809.3	2	NA	NA	NA	ENST00000430980	2.1639e-06	NA	0	0	0	NA	AN_too_low
AC105020.1	15	0.0	103694	0	ENST00000435356	NA	103694.603036876	0	0	0	NA	
AC106873.4	7	NA	NA	NA	ENST00000420664	6.8782e-08	NA	0	0	0	NA	AN_too_low
AC106876.2	2	NA	NA	NA	ENST00000409905	1.6222e-07	NA	0	0	0	NA	AN_too_low
AC107021.1	3	0.0	111343	0	ENST00000422482	NA	111343.754098361	0	0	0	NA	
AC108868.1	2	NA	NA	NA	ENST00000596204	8.9466e-09	NA	0	0	0	NA	AN_too_low
AC109829.1	2	NA	NA	NA	ENST00000447166	5.7445e-07	NA	0	0	0	NA	AN_too_low
AC110615.1	4	8.83096e-06	111342	0	ENST00000599764	8.0144e-08	111342.346846847	8.83096e-06	0	2.34489e-05	NA	
AC110619.2	2	0.0	106986	0	ENST00000404327	2.6738e-07	106986.969072165	0	0	0	NA	
AC110781.3	7	0.0	63826	0	ENST00000402221	5.2400e-08	63826.9166666667	0	0	0	NA	
AC111200.1	2	NA	NA	NA	ENST00000441903	3.0678e-08	NA	0	0	0	NA	AN_too_low
AC112205.1	5	0.0	110760	0	ENST00000599797	2.1106e-08	110760.949494949	0	0	0	NA	
AC112693.2	15	NA	NA	NA	ENST00000599897	NA	NA	0	0	0	NA	AN_too_low
AC112715.2	2	NA	NA	NA	ENST00000445534	5.3561e-08	NA	0	0	0	NA	AN_too_low
AC112721.1	2	NA	NA	NA	ENST00000409162	6.2583e-09	NA	0	0	0	NA	AN_too_low
AC114494.1	1	0.0	108907	0	ENST00000596131	3.6840e-08	108907.186246418	0	0	0	NA	
AC114546.1	15	0.0	112003	0	ENST00000391457	NA	112003.43902439	0	0	0	NA	
AC114783.1	2	NA	NA	NA	ENST00000450035	3.6188e-07	NA	0	0	0	NA	AN_too_low
AC115618.1	X	0.0	70699	0	ENST00000376775	NA	70699.9543147208	0	0	0	NA	
AC117834.1	8	NA	NA	NA	ENST00000391681	8.4103e-08	NA	0	0	0	NA	AN_too_low
AC120194.1	8	0.0	107457	0	ENST00000391684	1.3973e-08	107457.722222222	0	0	0	NA	
AC121757.1	12	0.0	110072	0	ENST00000594763	5.6703e-08	110072.72555205	0	0	0	NA	
AC124890.1	12	NA	NA	NA	ENST00000399333	NA	NA	0	0	0	NA	AN_too_low
AC127496.1	17	0.0	109986	0	ENST00000321930	NA	109986.245901639	0	0	0	NA	
AC129492.6	17	0.0	103457	0	ENST00000399413	NA	103457.43814433	0	0	0	NA	
AC131097.4	2	NA	NA	NA	ENST00000452112	1.4227e-07	NA	0	0	0	NA	AN_too_low
AC131971.1	11	NA	NA	NA	ENST00000332881	NA	NA	0	0	0	NA	AN_too_low
AC132186.1	16	0.0	59919	0	ENST00000544589	NA	59919.724137931	0	0	0	NA	
AC132216.1	11	NA	NA	NA	ENST00000330381	1.9733e-07	NA	0	0	0	NA	AN_too_low
AC135048.1	16	8.88099e-06	109369	0	ENST00000602217	8.1508e-08	109369.419434194	8.88099e-06	0	0	NA	
AC135178.1	17	NA	NA	NA	ENST00000535173	NA	NA	0	0	0	NA	AN_too_low
AC136604.1	5	0.0	60216	0	ENST00000425471	3.3110e-08	60216.3736263736	0	0	0	NA	
AC137932.1	16	0.0	107102	0	ENST00000602042	3.2162e-08	107102.660714286	0	0	0	NA	
AC138647.1	8	NA	NA	NA	ENST00000427937	7.1534e-08	NA	0	0	0	NA	AN_too_low
AC139426.2	15	0.0	100739	0	ENST00000435655	NA	100739.35483871	0	0	0	NA	
AC140481.2	2	NA	NA	NA	ENST00000409982	5.3771e-08	NA	0	0	0	NA	AN_too_low
AC142381.1	16	0.0	93846	0	ENST00000426099	NA	93846.3888888889	0	0	0	NA	
AC145676.2	7	NA	NA	NA	ENST00000514988	NA	NA	0	0	0	NA	AN_too_low
AC174470.1	17	NA	NA	NA	ENST00000457257	3.1828e-07	NA	0	0	0	NA	AN_too_low
AC187652.1	7	NA	NA	NA	ENST00000599994	7.9302e-08	NA	0	0	0	NA	AN_too_low
AC226150.4	12	NA	NA	NA	ENST00000545350	NA	NA	0	0	0	NA	AN_too_low
ACAA1	3	0.00011003521999999999	110155	12	ENST00000333167	1.2079e-06	110155.978150036	0.00011003522	0.000214105902770188	0.0001473685	NA	
ACAA2	18	8.884130999999999e-05	109022	9	ENST00000285093	9.3325e-07	109022.164596273	8.884131e-05	7.01754462779648e-05	0.0001177426	NA	
ACACA	17	8.910431e-05	112129	9	ENST00000353139	7.9813e-06	112129.13622975	8.910431e-05	0.000140292900442448	4.80113e-05	NA	
ACACB	12	0.00089533371	110728	99	ENST00000338432	6.8167e-06	110728.355670103	0.00089533371	0.000802405246282962	0.000894714	NA	
ACAD10	12	0.0007421350900000001	110499	82	ENST00000455480	3.5043e-06	110499.394007914	0.00074213509	0.00072542525588835	0.0007255118	NA	
ACAD11	3	0.014997342780000002	108800	1631	ENST00000264990	2.3425e-06	108800.461305008	0.01499734278	0.0155535071602221	0.0143431314	NA	
ACAD8	11	0.0002269227	109284	24	ENST00000281182	1.5557e-06	109284.094357077	0.0002269227	0.000211114355457593	0.0003354728	NA	
ACAD9	3	0.00012418502	110767	13	ENST00000308982	1.5500e-06	110767.241493776	0.00012418502	0.000210439897405659	7.01997e-05	NA	
ACADL	2	0.00032659592999999997	110154	35	ENST00000233710	1.3219e-06	110154.348697395	0.00032659593	0.000163818329440979	0.0002575473	NA	
ACADM	1	0.00010620847	109144	11	ENST00000420607	1.3215e-06	109144.397515528	0.00010620847	0.000117799209663402	0.0001404256	NA	
ACADS	12	0.00010604235000000001	107519	11	ENST00000242592	9.9171e-07	107519.471801926	0.00010604235	9.37579376082292e-05	9.37558e-05	NA	
ACADSB	10	0.0007219026400000001	112689	81	ENST00000358776	1.0868e-06	112689.570397112	0.00072190264	0.00072501604109899	0.0006548784	NA	
ACADVL	17	0.0001055751	109182	11	ENST00000543245	1.8598e-06	109182.919741697	0.0001055751	4.67639356528245e-05	0.0001169438	NA	
ACAN	15	1.775099e-05	107289	1	ENST00000439576	3.5355e-06	107289.353156823	1.775099e-05	2.35294117647059e-05	2.35294e-05	NA	
ACAP1	17	7.421953e-05	107675	7	ENST00000158762	2.2695e-06	107675.439632546	7.421953e-05	5.34444978889423e-05	5.34445e-05	NA	
ACAP2	3	5.3262480000000006e-05	108066	5	ENST00000326793	3.0019e-06	108066.252796421	5.326248e-05	9.43971273785467e-05	4.74681e-05	NA	
ACAP3	1	7.709224e-05	100171	7	ENST00000354700	2.0148e-06	100171.452149792	7.709224e-05	0.000111129532080537	8.42727e-05	NA	
ACAT1	11	8.821863000000002e-05	111139	9	ENST00000265838	9.7667e-07	111139.321299639	8.821863e-05	4.68867216804201e-05	9.37087e-05	NA	
ACAT2	6	0.00011687343000000001	109570	12	ENST00000367048	7.8183e-07	109570.655045872	0.00011687343	2.37507125213756e-05	9.50553e-05	NA	
ACBD3	1	4.604904e-05	110197	5	ENST00000366812	1.7317e-06	110197.170731707	4.604904e-05	5.11520316975592e-05	2.35383e-05	NA	
ACBD4	17	0.0001425424	111245	15	ENST00000431281	1.2281e-06	111245.853465347	0.0001425424	0.000214053416760276	0.0001877934	NA	
ACBD5	10	0.0001847447	109623	20	ENST00000396271	1.5432e-06	109623.213352685	0.0001847447	0.000140295087717254	0.000187056	NA	
ACBD6	1	7.057319999999999e-05	112442	7	ENST00000367595	7.5119e-07	112442.240786241	7.05732e-05	4.67847213648471e-05	0.0001172198	NA	
ACBD7	10	0.00010609780000000001	108122	11	ENST00000356189	2.2108e-07	108122.612403101	0.0001060978	0.000164339192858284	0.0001408635	NA	
ACCS	11	0.00014995537	110665	16	ENST00000263776	1.1086e-06	110665.676037483	0.00014995537	0.000187461252698125	0.000117083	NA	
ACCSL	11	0.00032704238	111880	36	ENST00000378832	1.3739e-06	111880.497461929	0.00032704238	0.000281761255182089	0.0003991067	NA	
ACD	16	0.00018872816000000002	107612	20	ENST00000393919	1.2032e-06	107612.616470588	0.00018872816	0.000164369195919731	0.0002141898	NA	
ACE	17	0.00044201765999999997	109893	48	ENST00000290866	3.6843e-06	109893.065535125	0.00044201766	0.000725752339917279	0.0004933188	NA	
ACE2	X	1.3571700000000001e-05	76702	1	ENST00000427411	2.2506e-06	76702.1042735043	1.35717e-05	3.49174203009882e-05	0	NA	
ACER1	19	7.932520999999999e-05	109168	8	ENST00000301452	5.0462e-07	109168.841075795	7.932521e-05	4.68164794007491e-05	9.3633e-05	NA	
ACER2	9	2.6374859999999998e-05	109732	2	ENST00000340967	7.3296e-07	109732.50989011	2.637486e-05	4.67639356528245e-05	0	NA	
ACER3	11	4.581871e-05	107590	4	ENST00000532485	9.7178e-07	107590.5	4.581871e-05	4.81283177398e-05	7.34294e-05	NA	
ACHE	7	1.13094e-05	107693	1	ENST00000302913	1.4347e-06	107693.444444444	1.13094e-05	0	0	NA	
ACIN1	14	4.409097e-05	109447	4	ENST00000262710	4.6584e-06	109447.388302972	4.409097e-05	2.33819678264123e-05	4.6764e-05	NA	
ACKR2	3	4.40432e-05	111851	4	ENST00000422265	3.0817e-07	111851.682080925	4.40432e-05	4.67661226207735e-05	4.67727e-05	NA	
ACKR3	2	8.78997e-06	113140	0	ENST00000272928	4.0556e-07	113140.935779817	8.78997e-06	2.33819678264123e-05	0	NA	
ACKR4	3	0.00011525627	111359	12	ENST00000249887	5.7486e-07	111359.70845481	0.00011525627	0.000140559350795988	0.0001170414	NA	
ACLY	17	9.689712e-05	109814	10	ENST00000352035	3.5342e-06	109814.370032573	9.689712e-05	0.000140565860454521	4.6764e-05	NA	
ACMSD	2	8.033375e-05	111691	8	ENST00000356140	1.0628e-06	111691.577735125	8.033375e-05	7.12218586882895e-05	7.11849e-05	NA	
ACN9	7	4.445044e-05	110157	4	ENST00000432641	2.0599e-07	110157.83255814	4.445044e-05	2.33830613103868e-05	4.67716e-05	NA	
ACO1	9	0.000397237	110940	44	ENST00000309951	3.0031e-06	110940.704545455	0.000397237	0.000398506578653694	0.0002106832	NA	
ACO2	22	4.486663e-05	110753	4	ENST00000216254	1.8748e-06	110753.444811633	4.486663e-05	0	0	NA	
ACOT1	14	1.94537e-05	93736	1	ENST00000311148	3.5297e-07	93736.0317460317	1.94537e-05	2.53691207062763e-05	0	NA	
ACOT11	1	0.00041494998	110636	45	ENST00000371316	2.0225e-06	110636.231601732	0.00041494998	0.000487411329740121	0.0003164788	NA	
ACOT12	5	0.00069670515	111948	77	ENST00000307624	1.8837e-06	111948.293888166	0.00069670515	0.000757620625330552	0.0008556011	NA	
ACOT13	6	5.40083e-05	110721	5	ENST00000230048	2.7322e-07	110721.686746988	5.40083e-05	4.81628228896741e-05	0	NA	
ACOT2	14	6.453285e-05	104115	6	ENST00000238651	5.0207e-07	104115.42	6.453285e-05	0.000121191952719354	2.33852e-05	NA	
ACOT4	14	0.00014955617000000001	106141	15	ENST00000326303	5.5454e-07	106141.755952381	0.00014955617	0.000200408470247812	0.0002818142	NA	
ACOT6	14	2.924547e-05	109062	3	ENST00000381139	2.1966e-07	109062.327683616	2.924547e-05	5.0015963458437e-05	5.3268e-05	NA	
ACOT7	1	0.0	111952	0	ENST00000377855	8.4281e-07	111952.305597579	0	0	0	NA	
ACOT8	20	0.00020691830000000002	108704	22	ENST00000217455	1.1338e-06	108704.593301435	0.0002069183	0.000265572341873772	0.0002652573	NA	
ACOT9	X	0.0001872864	78626	14	ENST00000379303	1.4845e-06	78626.352402746	0.0001872864	0.000166319690836095	0.0001953259	NA	
ACOX1	17	6.154201999999999e-05	112282	6	ENST00000293217	1.9010e-06	112282.923076923	6.154202e-05	0	7.01459e-05	NA	
ACOX2	3	0.0001763657	111094	19	ENST00000302819	1.5706e-06	111094.603145236	0.0001763657	0.00021159158890586	0.0001639649	NA	
ACOX3	4	0.00043298729000000005	109767	47	ENST00000356406	1.8576e-06	109767.253054101	0.00043298729	0.000400507917438418	0.0003979026	NA	
ACOXL	2	0.00155992997	106993	166	ENST00000439055	1.5661e-06	106993.705376344	0.00155992997	0.00163964271469695	0.0015008668	NA	
ACP1	2	2.649749e-05	110882	2	ENST00000272067	4.6498e-07	110882.963282937	2.649749e-05	2.34896175890257e-05	2.34896e-05	NA	
ACP2	11	7.959642e-05	110053	8	ENST00000256997	1.1212e-06	110053.702950153	7.959642e-05	0.000105413029592132	0.0001327561	NA	
ACP5	19	0.0	112552	0	ENST00000592828	6.3333e-07	112552.259860789	0	0	0	NA	
ACP6	1	7.065912e-05	108847	7	ENST00000369238	8.9247e-07	108847.217699115	7.065912e-05	9.40589717525449e-05	2.34104e-05	NA	
ACPL2	3	4.3983789999999997e-05	112247	4	ENST00000286353	8.2572e-07	112247.476808905	4.398379e-05	9.35333389300831e-05	4.67662e-05	NA	
ACPP	3	0.00030101376	111984	33	ENST00000351273	1.2227e-06	111984.771573604	0.00030101376	0.000187111583443792	0.0001874936	NA	
ACPT	19	0.00012868281000000001	103830	13	ENST00000270593	9.3970e-07	103830.280373832	0.00012868281	0.000118748933379432	0.0001527514	NA	
ACR	22	5.758236e-05	105734	6	ENST00000216139	6.0807e-07	105734.233545648	5.758236e-05	5.43231076278777e-05	2.33863e-05	NA	
ACRBP	12	0.00010579466	111494	11	ENST00000229243	1.6659e-06	111494.03030303	0.00010579466	0.000140509039590629	2.3382e-05	NA	
ACRC	X	3.00829e-05	76219	2	ENST00000373695	1.2528e-06	76219.0997340426	3.00829e-05	3.88606070026814e-05	0	NA	
ACRV1	11	0.0001144142	113148	12	ENST00000533904	5.0902e-07	113148.3003663	0.0001144142	7.01459034792368e-05	0.0001169208	NA	
ACSBG1	15	9.694811e-05	111652	10	ENST00000258873	1.6316e-06	111652.562080537	9.694811e-05	0.000140909071156637	9.35607e-05	NA	
ACSBG2	19	0.0001231367	111073	13	ENST00000586696	1.7003e-06	111073.386004515	0.0001231367	0.00014029836939682	2.3382e-05	NA	
ACSF2	17	0.00044450981	111298	49	ENST00000300441	1.6978e-06	111298.167080232	0.00044450981	0.000411179742830055	0.0005796992	NA	
ACSF3	16	0.00027117291	110051	29	ENST00000317447	1.3382e-06	110051.638257576	0.00027117291	0.000225482535718977	0.0002465417	NA	
ACSL1	4	5.3254630000000005e-05	110112	5	ENST00000515030	2.6323e-06	110112.87099903	5.325463e-05	7.15051668297667e-05	2.34588e-05	NA	
ACSL3	2	7.054531999999999e-05	110179	7	ENST00000357430	2.0418e-06	110179.547738693	7.054532e-05	0.00011698763469332	7.01602e-05	NA	
ACSL4	X	3.71439e-05	80393	2	ENST00000340800	2.0084e-06	80393.7013274336	3.71439e-05	0	9.74501e-05	NA	
ACSL5	10	0.00016715186999999998	111482	18	ENST00000356116	1.9123e-06	111482.992455993	0.00016715187	0.000116917493826739	0.0002338471	NA	
ACSL6	5	0.00011477148000000001	110367	12	ENST00000379264	2.1232e-06	110367.17545376	0.00011477148	4.67814396852814e-05	0.0001637494	NA	
ACSM1	16	0.000572851	110880	63	ENST00000307493	1.8935e-06	110880.838028169	0.000572851	0.000818763093538613	0.0005620386	NA	
ACSM2A	16	0.01189729972	111807	1330	ENST00000573854	1.8430e-06	111807.81680831	0.01189729972	0.0125146885820194	0.0118144689	NA	
ACSM2B	16	0.00037076312999999994	111960	41	ENST00000329697	1.9738e-06	111960.001874414	0.00037076313	0.000351178969214534	0.000375165	NA	
ACSM3	16	0.01024264098	102773	1052	ENST00000289416	1.9571e-06	102773.2864494	0.01024264098	0.0102436041189194	0.0098226541	NA	
ACSM4	12	0.04527151032	107013	4844	ENST00000399422	1.8371e-06	107013.919642857	0.04527151032	0.0453797655039631	0.0452907452	NA	
ACSM5	16	0.00022930656000000002	112040	25	ENST00000331849	1.5831e-06	112040.422812193	0.00022930656	0.000187252979758901	0.0001638305	NA	
ACSS1	20	0.00015036314	110011	16	ENST00000323482	1.6312e-06	110011.578723404	0.00015036314	0.000164199056024493	7.01918e-05	NA	
ACSS2	20	0.00019380787	112126	21	ENST00000253382	2.0809e-06	112126.26929982	0.00019380787	0.000210615977147291	7.01623e-05	NA	
ACSS3	12	0.00027521053	109763	30	ENST00000548058	1.7728e-06	109763.407249467	0.00027521053	0.000163882989522419	0.0003042963	NA	
ACTA1	1	0.00010650271999999999	110224	11	ENST00000366684	6.4518e-07	110224.882653061	0.00010650272	4.67792524104757e-05	0.0001407564	NA	
ACTA2	10	8.81772e-06	109010	0	ENST00000458208	9.3408e-07	109010.416961131	8.81772e-06	0	0	NA	
ACTB	7	0.0	110198	0	ENST00000331789	5.7280e-07	110198.861435726	0	0	0	NA	
ACTBL2	5	0.00023825740000000002	113096	26	ENST00000423391	8.2402e-07	113096.28042328	0.0002382574	0.000140303838146859	0.0001403039	NA	
ACTC1	15	1.773417e-05	111772	1	ENST00000290378	5.6093e-07	111772.67961165	1.773417e-05	0	2.3382e-05	NA	
ACTG1	17	4.406316e-05	110268	4	ENST00000575842	6.1593e-07	110268.306900103	4.406316e-05	2.33819678264123e-05	2.3382e-05	NA	
ACTG2	2	2.785889e-05	107136	2	ENST00000409624	8.6506e-07	107136.62745098	2.785889e-05	0	5.00908e-05	NA	
ACTL10	20	0.0	96940	0	ENST00000330271	1.8651e-07	96940.451730419	0	0	0	NA	
ACTL6A	3	8.84126e-06	108886	0	ENST00000429709	1.1792e-06	108886.043993232	8.84126e-06	0	0	NA	
ACTL6B	7	4.449657e-05	109052	4	ENST00000160382	1.6039e-06	109052.043814433	4.449657e-05	2.34664664194866e-05	7.02853e-05	NA	
ACTL7A	9	5.279536999999999e-05	112567	5	ENST00000333999	7.5047e-07	112567.102396514	5.279537e-05	0.000140296181508114	2.3382e-05	NA	
ACTL7B	9	5.501813e-05	106480	5	ENST00000374667	4.2162e-07	106480.470588235	5.501813e-05	7.0199541121582e-05	7.59555e-05	NA	
ACTL8	1	1.77708e-05	111898	1	ENST00000375406	1.7896e-07	111898.159383033	1.77708e-05	7.01918577445016e-05	0	NA	
ACTL9	19	0.0	105503	0	ENST00000324436	4.0008e-07	105503.886214442	0	0	0	NA	
ACTN1	14	2.6725300000000003e-05	109818	2	ENST00000394419	3.0925e-06	109818.503030303	2.67253e-05	4.67661226207735e-05	2.33852e-05	NA	
ACTN2	1	6.266039e-05	112327	7	ENST00000366578	2.3537e-06	112327.755166932	6.266039e-05	7.24937677064349e-05	9.35345e-05	NA	
ACTN4	19	8.85928e-06	107727	0	ENST00000252699	2.3260e-06	107727.510451045	8.85928e-06	2.34543578196829e-05	2.34544e-05	NA	
ACTR10	14	0.00011228424999999999	104909	11	ENST00000254286	1.2387e-06	104909.332053743	0.00011228425	7.6245288699985e-05	0.0001041219	NA	
ACTR1A	10	8.793369999999999e-06	111279	0	ENST00000369905	1.4779e-06	111279.839344262	8.79337e-06	0	2.3382e-05	NA	
ACTR1B	2	6.163115e-05	109737	6	ENST00000289228	1.4245e-06	109737.798290598	6.163115e-05	2.33819678264123e-05	4.67815e-05	NA	
ACTR2	2	8.853789999999999e-06	109350	0	ENST00000377982	1.5513e-06	109350.933687003	8.85379e-06	4.70543948804818e-05	0	NA	
ACTR3	2	0.0	105400	0	ENST00000263238	1.3349e-06	105400.183727034	0	0	0	NA	
ACTR3B	7	0.0	108540	0	ENST00000256001	1.3296e-06	108540.89787234	0	0	0	NA	
ACTR3C	7	0.053208189739999995	107131	5700	ENST00000539352	5.4728e-07	107131.319148936	0.05320818974	0.0532542466116884	0.050402371	NA	
ACTR5	20	0.00016972922	110247	18	ENST00000243903	1.2711e-06	110247.71559633	0.00016972922	0.000188445008648457	0.0001432823	NA	
ACTR6	12	0.00011771413999999999	108323	12	ENST00000188312	1.0189e-06	108323.135011442	0.00011771414	2.33896243626327e-05	0.0001718122	NA	
ACTR8	3	0.00022980486000000002	108305	24	ENST00000335754	2.3583e-06	108305.954261954	0.00022980486	0.000257261923651355	0.0003286718	NA	
ACTRT1	X	1.22401e-05	80514	0	ENST00000371124	3.7984e-07	80514.2932862191	1.22401e-05	3.23049588111775e-05	3.2305e-05	NA	
ACTRT2	1	4.430687e-05	112436	4	ENST00000378404	3.6891e-07	112436.514942529	4.430687e-05	7.01459034792368e-05	0	NA	
ACTRT3	3	3.0562690000000004e-05	106801	3	ENST00000330368	4.3839e-07	106801.597744361	3.056269e-05	2.33819678264123e-05	5.55591e-05	NA	
ACVR1	2	1.76419e-05	112571	1	ENST00000263640	1.4250e-06	112571.505928854	1.76419e-05	0	4.67662e-05	NA	
ACVR1B	12	0.0	111080	0	ENST00000541224	1.6410e-06	111080.024640657	0	0	0	NA	
ACVR1C	2	0.00024573886000000004	107746	26	ENST00000243349	1.5644e-06	107746.03960396	0.00024573886	0.000150508983449025	0.000290837	NA	
ACVR2A	2	0.0	110939	0	ENST00000241416	1.3746e-06	110939.65034965	0	0	0	NA	
ACVR2B	3	3.517614e-05	111744	3	ENST00000352511	1.4916e-06	111744.122137405	3.517614e-05	4.67639356528245e-05	2.3382e-05	NA	
